Date of download data creation,As of 2016.05.14,Number of data,9900
EDINET Code,Type of Submitter,Listed company / Unlisted company,Consolidated / NonConsolidated,Capital stock,account closing date,Submitter Name,Submitter Name（alphabetic）,Submitter Name（phonetic）,Province,Submitter's industry,Securities Identification Code
"E27081","個人（組合発行者を除く）","","","","","近藤　裕彦","","コンドウ　ヤスヒコ","","Others",""
"E27084","個人（組合発行者を除く）","","","","","土屋　任","","ツチヤ　アツシ","","Others",""
"E27087","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","西澤管財株式会社","","ニシザワカンザイカブシキガイシャ","中央区銀座４―９―８　銀座王子ビル５階","Others",""
"E27088","内国法人・組合（有価証券報告書等の提出義務者以外）","","","96","","山口キャピタル株式会社","","ヤマグチキャピタルカブシキガイシャ","山口市小郡下郷１２２９番地６","Others",""
"E27090","個人（組合発行者を除く）","","","","","田中　喜朗","","タナカ　ヨシオ","","Others",""
"E27091","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","株式会社ＮｏｗＬｏａｄｉｎｇＧｌｏｂａｌＪａｐａｎ","","カブシキカイシャナウローディンググローバルジャパン","渋谷区千駄ケ谷４－２７－５倖榮ビル６０１","Others",""
"E27092","内国法人・組合（有価証券報告書等の提出義務者以外）","","","107501","","ＧＬＰ投資法人","","ジーエルピートウシホウジン","港区東新橋一丁目５番２号　汐留シティセンター","Others",""
"E27093","個人（組合発行者を除く）","","","","","笹原　友也","","ササハラ　トモナリ","","Others",""
"E27096","内国法人・組合（有価証券報告書等の提出義務者以外）","","","90","","岡部産業株式会社","","オカベサンギョウカブシキカイシャ","北九州市小倉北区片野５－３－１０","Others",""
"E27099","外国法人・組合（有価証券報告書等の提出義務者以外）","","","400","","ＧＲＥＥＮＦＩＥＬＤＳ　ＨＯＬＤＩＮＧＳ　ＬＩＭＩＴＥＤ","","グリーンフィールズ　ホールディングス　リミテッド","Ｂｒｉｔａｎｎｉａ　Ｈｏｕｓｅ，４１，４ｔｈＦｏｏｒ，Ｃａｔｏｒ　Ｒｏａｄ，Ｂａｎｄａｒ　Ｓｅｒｉ　Ｂｅｇａｗａｎ　ＢＳ８８１１，Ｎｅｇａｒａ　Ｂｒｕｎｅｉ　Ｄａｒｕｓｓａｌａｍ","Others",""
"E27100","個人（組合発行者を除く）","","","","","唐川　正明","","カラカワ　マサアキ","","Others",""
"E27106","内国法人・組合（有価証券報告書等の提出義務者以外）","","","100","","山田興産株式会社","","ヤマダコウサンカブシキカイシャ","千曲市大字上徳間１８９５","Others",""
"E27107","個人（非居住者）（組合発行者を除く）","","","","","山田　哲","","ヤマダ　テツ","","Others",""
"E27108","内国法人・組合（有価証券報告書等の提出義務者以外）","","","3","","レッドオスカーキャピタル株式会社","","レッドオスカーキャピタルカブシキガイシャ","千代田区永田町一丁目１１番２８号東京フィナンシャル会計事務所内","Others",""
"E27109","個人（組合発行者を除く）","","","","","山﨑　光博","","ヤマザキ　ミツヒロ","","Others",""
"E27110","内国法人・組合（有価証券報告書等の提出義務者以外）","","","30","","有限会社オクモト","","ユウゲンカイシャオクモト","芦屋市松浜町１５番２０号","Others",""
"E27111","内国法人・組合（有価証券報告書等の提出義務者以外）","","","81","","株式会社アップエージェント","","カブシキカイシャアップエージェント","神戸市中央区多聞通５丁目１番６号","Others",""
"E27112","内国法人・組合（有価証券報告書等の提出義務者以外）","","","30000","","麒麟麦酒株式会社","","キリンビールカブシキガイシャ","中野区中野四丁目１０番２号","Others",""
"E27113","外国法人・組合","Unlisted company","Consolidated","43074","12.31","ＯＰコーポレート・バンク・ピーエルシー（ＯＰ　Ｃｏｒｐｏｒａｔｅ　Ｂａｎｋ　ｐｌｃ）","","オーピーコーポレートバンクピーエルシー","フィンランド共和国　ヘルシンキ市　００５１０　ゲブハルディナウキオ　１","Others",""
"E27114","内国法人・組合（有価証券報告書等の提出義務者以外）","","","100","","鈴花株式会社","","レイカカブシキカイシャ","西宮市甲子園口一丁目１６番１４号","Others",""
"E27115","内国法人・組合","Unlisted company","Consolidated","15000"," 3.31","株式会社ダイナムジャパンホールディングス","DYNAM JAPAN HOLDINGS Co., Ltd.","カブシキガイシャダイナムジャパンホールディングス","荒川区西日暮里二丁目２５番１－７０２号","Services",""
"E27116","個人（組合発行者を除く）","","","","","山田　昌太郎","","ヤマダ　ショウタロウ","","Others",""
"E27117","個人（組合発行者を除く）","","","","","館野　浩一","","タテノ　コウイチ","","Others",""
"E27118","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","ブルーツリー株式会社","","ブルーツリーカブシキガイシャ","南陽市宮内２７３７番地","Others",""
"E27119","個人（組合発行者を除く）","","","","","城谷　直彦","","シロタニ　ナオヒコ","","Others",""
"E27120","個人（組合発行者を除く）","","","","","德平　正憲","","トクヒラ　マサノリ","","Others",""
"E27122","個人（組合発行者を除く）","","","","","村井　雄司","","ムライ　ユウジ","","Others",""
"E27124","個人（組合発行者を除く）","","","","","公文　善之","","クモン　ヨシユキ","","Others",""
"E27125","個人（組合発行者を除く）","","","","","安徳　孝平","","アントク　コウヘイ","","Others",""
"E27126","個人（組合発行者を除く）","","","","","内田　淳","","ウチダ　ジュン","","Others",""
"E27127","内国法人・組合（有価証券報告書等の提出義務者以外）","","","88","","北海道ベンチャーキャピタル株式会社","","ホッカイドウベンチャーキャピタルカブシキガイシャ","札幌市北区北七条西二丁目２０番地","Others",""
"E27132","個人（非居住者）（組合発行者を除く）","","","","","森久保　哲司","","モリクボ　テツジ","","Others",""
"E27134","個人（組合発行者を除く）","","","","","馬場　功淳","","ババ　ナルアツ","","Others",""
"E27139","個人（組合発行者を除く）","","","","","安井　利男","","ヤスイ　トシオ","","Others",""
"E27140","個人（組合発行者を除く）","","","","","池永辰朗","","イケナガタツオ","","Others",""
"E27141","個人（組合発行者を除く）","","","","","田中　那彦","","タナカ　クニヒコ","","Others",""
"E27143","外国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","Ｓｉｇｎｕｍ　Ｃｏｒａｌ　Ｌｉｍｉｔｅｄ","","シグナム　コーラル　リミテッド","ケイマン諸島、ＫＹ１－１１０４、グランド・ケイマン、クリケット・スクエア、バウンダリー・ホール、私書箱１９８４、ドイチェ・バンク（ケイマン）リミテッド事務所内","Others",""
"E27145","外国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","Ｃａｍｅｌ　２　Ｌｉｍｉｔｅｄ","","キャメル　ツー　リミテッド","Ｉｎｔｅｒｔｒｕｓｔ　ＳＰＶ（Ｃａｙｍａｎ）Ｌｉｍｉｔｅｄ，８７　Ｍａｒｙ　Ｓｔｒｅｅｔ，Ｇｅｏｒｇｅ　Ｔｏｗｎ，Ｇｒａｎｄ　Ｃａｙｍａｎ　ＫＹ１－９００２，Ｃａｙｍａｎ　Ｉｓｌａｎｄｓ","Others",""
"E27146","外国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","レッド・プラネット・ホールディングス・ピーティーイー・エルティーディー","","レッドプラネットホールディングスピーティーイーエルティーディー","シンガポール１８９７０２、ショー・タワーズ＃２５－０６、１００ビーチ・ロード","Others",""
